VARIABLE	YEAR	MONTH	DAY	NBR STA.	RMSE	MARIEVILLE	ST HYACINTHE 2	IBERVILLE	FARNHAM	SABREVOIS	STE MADELEINE	FLEURY	ST GUILLAUME	STE MARTINE	GRANBY	ST NAZAIRE	DRUMMONDVILLE	PHILIPSBURG	ST BERNARD DE LACOLLE	RICHMOND
Mean Temp (deg C)	2006	2	24	4	0.76	-4.7	-5.1	-4.5	-5.3	-4.0										
Mean Temp (deg C)	2006	2	25	4	0.76	-14.1	-16.0	-13.5	-14.3	-12.5										
Mean Temp (deg C)	2006	2	26	4	0.76	-13.7	-14.0	-12.5	-15.8	-13.8										
Mean Temp (deg C)	2006	2	27	4	0.76	-15.0	-15.8	-14.5	-15.3	-14.3										
Mean Temp (deg C)	2006	2	28	4	0.76	-11.9	-12.5	-11.3	-11.5	-12.0										
Mean Temp (deg C)	2006	3	1	4	0.76	-11.6	-13.0	-10.5	-12.5	-11.0										
Mean Temp (deg C)	2006	3	2	4	0.76	-4.8	-4.5	-4.5	-6.0	-4.8										
Mean Temp (deg C)	2006	3	3	4	0.76	-9.7	-10.3	-9.5	-10.0	-9.0										
Mean Temp (deg C)	2006	3	4	4	0.76	-5.2	-6.0	-4.5	-6.3	-4.5										
Mean Temp (deg C)	2006	3	5	4	0.76	-4.2	-4.0	-3.8	-4.5	-5.0										
Mean Temp (deg C)	2006	3	6	4	0.76	-4.5	-4.0	-4.5	-4.8	-4.8										
Mean Temp (deg C)	2006	3	7	4	0.76	-5.4	-6.0	-5.3	-5.0	-5.0										
Mean Temp (deg C)	2006	3	8	4	0.76	-6.3	-8.0	-6.0	-7.0	-3.8										
Mean Temp (deg C)	2006	3	9	4	0.76	-0.1	-1.5	1.3	0.0	-0.8										
Mean Temp (deg C)	2006	3	10	4	0.76	6.0	4.8	6.3	6.8	6.5										
Mean Temp (deg C)	2006	3	11	4	0.76	5.1	4.0	5.8	5.3	5.3										
Mean Temp (deg C)	2006	3	12	4	0.76	3.2	2.8	3.3	2.8	3.8										
Mean Temp (deg C)	2006	3	13	4	0.76	6.0	5.1	7.0	7.3	4.5										
Mean Temp (deg C)	2006	3	14	4	0.76	5.1	3.5	4.8	5.5	7.5										
Mean Temp (deg C)	2006	3	15	4	0.76	-3.6	-4.0	-3.0	-4.5	-3.5										
Mean Temp (deg C)	2006	3	16	4	0.76	-4.5	-4.8	-4.0	-5.0	-4.5										
Mean Temp (deg C)	2006	3	17	4	0.76	-5.9	-6.0	-5.8	-6.5	-5.3										
Mean Temp (deg C)	2006	3	18	4	0.76	-7.9	-8.5	-7.3	-8.5	-7.5										
Mean Temp (deg C)	2006	3	19	4	0.76	-6.0	-6.3	-5.3	-7.0	-5.8										
Mean Temp (deg C)	2006	3	20	4	0.76	-6.0	-6.0	-5.5	-6.8	-6.0										
Mean Temp (deg C)	2006	3	21	4	0.76	-3.1	-3.0	-3.3	-3.8	-2.0										
Mean Temp (deg C)	2006	3	22	4	0.76	0.5	-0.5	0.3	-1.3	3.8										
Mean Temp (deg C)	2006	3	23	4	0.76	3.7	3.5	4.0	2.8	4.0										
Mean Temp (deg C)	2006	3	24	4	0.76	4.2	4.0		3.8	4.0	4.5									
Mean Temp (deg C)	2006	3	25	4	0.76	4.8	4.8		4.3	4.5	5.3									
Mean Temp (deg C)	2006	3	26	4	0.76	4.4	4.5	4.9	3.0	4.3										
Mean Temp (deg C)	2006	3	27	4	0.76	3.0	2.8	3.3	2.5	3.0										
Mean Temp (deg C)	2006	3	28	4	0.76	4.1	3.5	4.5	3.5	4.8										
Mean Temp (deg C)	2006	3	29	4	0.76	5.2	5.8	5.0	4.8	5.3										
Mean Temp (deg C)	2006	3	30	4	0.76	7.2	7.5	7.3	6.3	7.5										
Mean Temp (deg C)	2006	3	31	4	0.76	11.0	11.0	10.8	10.8	11.5										
Mean Temp (deg C)	2006	4	1	4	0.76	13.1	13.5	12.8	14.0	12.3										
Mean Temp (deg C)	2006	4	2	4	0.76	5.6	5.8	6.0	5.0	5.3										
Mean Temp (deg C)	2006	4	3	4	0.76	5.3	5.0	5.3	5.8	5.5										
Mean Temp (deg C)	2006	4	4	4	0.76	1.9	1.0	2.8	2.0	1.5										
Mean Temp (deg C)	2006	4	5	4	0.76	0.8	0.0	1.0	1.5	1.0										
Mean Temp (deg C)	2006	4	6	4	0.76	4.2	4.0	4.5	3.8	4.5										
Mean Temp (deg C)	2006	4	7	4	0.76	4.8	4.3	5.5	5.3	4.0										
Mean Temp (deg C)	2006	4	8	4	0.76	-0.0	-0.5	0.3	-0.5	0.5										
Mean Temp (deg C)	2006	4	9	4	0.76	2.5	2.0	3.0	2.0	2.8										
Mean Temp (deg C)	2006	4	10	4	0.76	7.0	6.0	7.8	6.0	7.5										
Mean Temp (deg C)	2006	4	11	4	0.76	8.6	8.5	8.8	8.3	8.5										
Mean Temp (deg C)	2006	4	12	4	0.76	12.6	12.0	12.8	13.3	12.5										
Mean Temp (deg C)	2006	4	13	4	0.74	10.1	10.5	9.0	11.8		10.0									
Mean Temp (deg C)	2006	4	14	4	0.74	8.3	7.5	8.5	9.0		7.8									
Mean Temp (deg C)	2006	4	15	4	0.76	11.4	11.0	12.3	11.8	9.9										
Mean Temp (deg C)	2006	4	16	4	0.76	7.0	6.5	7.8	6.0	7.0										
Mean Temp (deg C)	2006	4	17	4	0.76	7.4	6.0	7.8	7.0	8.8										
Mean Temp (deg C)	2006	4	18	4	0.76	10.5	9.5	11.5	9.5	10.8										
Mean Temp (deg C)	2006	4	22	4	0.76	9.8	9.0	9.8	10.8	10.0										
Mean Temp (deg C)	2006	4	23	4	0.76	6.3	5.5	6.8	6.0	6.8										
Mean Temp (deg C)	2006	4	24	4	0.76	7.8	8.8	7.0	9.1	7.0										
Mean Temp (deg C)	2006	4	25	4	0.76	7.0	6.5	7.0	6.5	7.8										
Mean Temp (deg C)	2006	4	26	4	0.76	5.3	4.0	6.3	4.8	5.5										
Mean Temp (deg C)	2006	4	28	4	0.76	4.5	3.5	5.0	4.0	5.3										
Mean Temp (deg C)	2006	4	29	4	0.76	6.4	5.5	6.5	6.8	7.0										
Mean Temp (deg C)	2006	4	30	4	0.76	10.5	9.5	11.0	10.3	11.0										
Mean Temp (deg C)	2006	5	1	4	0.76	13.4	13.3	13.5	12.8	13.5										
Mean Temp (deg C)	2006	5	2	4	0.76	10.9	10.5	11.0	10.0	12.0										
Mean Temp (deg C)	2006	5	3	4	0.76	11.3	11.0	11.3	11.0	12.0										
Mean Temp (deg C)	2006	5	4	4	0.76	16.2	16.5	15.8	17.0	15.8										
Mean Temp (deg C)	2006	5	5	4	0.76	15.4	14.5	16.1	14.8	15.8										
Mean Temp (deg C)	2006	5	6	4	0.76	11.5	11.0	11.0	11.0	13.5										
Mean Temp (deg C)	2006	5	7	4	0.76	7.0	6.8	7.5	6.3	7.0										
Mean Temp (deg C)	2006	5	8	4	0.76	11.9	11.5	12.0	12.0	12.0										
Mean Temp (deg C)	2006	5	9	4	0.76	15.0	14.5	14.8	15.0	15.8										
Mean Temp (deg C)	2006	5	10	4	0.76	16.7	15.5	17.3	17.0	17.0										
Mean Temp (deg C)	2006	5	11	4	0.76	18.3	17.5	18.3	18.3	19.0										
Mean Temp (deg C)	2006	5	12	4	0.76	16.6	15.5	17.3	17.5	16.0										
Mean Temp (deg C)	2006	5	13	4	0.76	12.1	11.3	12.3	11.5	13.3										
Mean Temp (deg C)	2006	5	14	4	0.76	15.7	16.0	15.5	15.5	15.8										
Mean Temp (deg C)	2006	8	13	4	0.76	15.8	14.5	16.5	14.8	17.0										
Mean Temp (deg C)	2006	11	18	4	0.76	3.2	2.3	3.3	2.5	4.8										
Mean Temp (deg C)	2006	12	30	4	0.76	-9.7	-10.0	-9.5	-8.5	-10.5										
Mean Temp (deg C)	2006	12	31	4	0.76	-4.1	-5.5	-2.3	-5.0	-4.8										
Mean Temp (deg C)	2007	1	1	4	0.76	-2.0	-0.8	-1.8	-1.8	-4.0										
Mean Temp (deg C)	2007	2	8	4	0.76	-13.2	-14.0	-12.3	-14.0	-12.8										
Mean Temp (deg C)	2007	2	9	4	0.76	-14.4	-15.5	-14.0	-15.0	-12.8										
Mean Temp (deg C)	2007	2	10	4	0.76	-10.9	-13.0	-9.0	-13.3	-9.5										
Mean Temp (deg C)	2007	2	11	4	0.76	-14.1	-14.5	-13.8	-15.0	-13.3										
Mean Temp (deg C)	2007	3	28	4	0.76	2.7	1.5	3.5	1.8	3.3										
Mean Temp (deg C)	2007	5	4	4	0.76	9.7	10.0	10.0	8.5	9.5										
Mean Temp (deg C)	2007	6	7	4	0.76	11.8	11.3	11.8	10.5	13.5										
Mean Temp (deg C)	2007	8	9	4	0.76	16.4	16.0		15.8	16.5	16.5									
Mean Temp (deg C)	2007	8	10	4	0.76	18.5	18.5		17.5	18.5	19.0									
Mean Temp (deg C)	2007	8	11	4	0.76	20.4	20.5		20.3	20.5	20.0									
Mean Temp (deg C)	2007	8	12	4	0.76	22.7	21.8		21.8	23.5	22.8									
Mean Temp (deg C)	2007	8	14	4	0.76	17.0	15.5	17.8	16.0	18.3										
Mean Temp (deg C)	2007	8	25	4	0.76	25.0	24.5	24.8	25.3	25.5										
Mean Temp (deg C)	2007	8	26	4	0.76	21.6	20.8	22.0	21.0	22.0										
Mean Temp (deg C)	2007	9	1	4	0.76	16.0	15.3	16.8	15.0	16.0										
Mean Temp (deg C)	2007	9	22	4	0.76	22.9	22.5	23.5	22.3	22.3										
Mean Temp (deg C)	2007	9	23	4	0.76	15.9	15.3	16.5	15.0	16.3										
Mean Temp (deg C)	2007	11	22	4	0.76	-1.7	-3.0	-1.5	-1.3	-0.5										
Mean Temp (deg C)	2007	11	23	4	0.76	-5.6	-6.0	-5.3	-6.5	-4.8										
Mean Temp (deg C)	2007	11	24	4	0.76	-4.2	-4.3	-3.3	-6.0	-4.3										
Mean Temp (deg C)	2007	11	25	4	0.76	-0.7	-1.8	0.0	-1.3	0.0										
Mean Temp (deg C)	2007	11	26	4	0.76	1.1	0.0	2.3	0.5	1.0										
Mean Temp (deg C)	2007	11	27	4	0.76	1.1	0.5	1.5	1.0	1.5										
Mean Temp (deg C)	2007	11	28	4	0.76	-3.6	-4.5	-2.5	-4.0	-4.0										
Mean Temp (deg C)	2007	11	29	4	0.76	-1.7	-3.0	-1.0	-1.8	-1.0										
Mean Temp (deg C)	2007	12	24	4	0.76	-1.9	-2.0	-1.5	-2.3	-2.0										
Mean Temp (deg C)	2007	12	25	4	0.76	-0.7	-0.5	0.3	-1.5	-2.0										
Mean Temp (deg C)	2008	1	27	4	0.76	-11.5	-13.0	-10.8	-11.3	-10.8										
Mean Temp (deg C)	2008	1	28	4	0.76	-10.5	-13.5	-9.3	-9.3	-9.5										
Mean Temp (deg C)	2008	1	29	4	0.76	-6.8	-8.0	-5.8	-6.5	-7.0										
Mean Temp (deg C)	2008	1	30	4	0.76	-0.1	-1.0	0.0	0.3	0.5										
Mean Temp (deg C)	2008	1	31	4	0.76	-7.4	-8.0	-7.0	-8.0	-6.5										
Mean Temp (deg C)	2008	2	7	4	0.76	-8.8	-10.0	-9.0	-7.5	-7.5										
Mean Temp (deg C)	2008	2	8	4	0.76	-6.1	-7.3	-5.8	-7.5	-4.0										
Mean Temp (deg C)	2008	2	9	4	0.76	-3.8	-5.0	-2.5	-5.0	-3.8										
Mean Temp (deg C)	2008	2	10	4	0.76	-2.2	-2.5	-1.8	-1.5	-2.8										
Mean Temp (deg C)	2008	4	4	4	0.76	0.9	0.0	1.3	1.3	1.3										
Mean Temp (deg C)	2008	4	5	4	0.76	3.5	1.8	4.3	3.5	4.3										
Mean Temp (deg C)	2008	4	6	4	0.76	4.1	2.5	4.3	4.8	5.3										
Mean Temp (deg C)	2008	4	7	4	0.76	7.2	6.3	7.5	7.5	7.5										
Mean Temp (deg C)	2008	4	8	4	0.76	7.9	6.5	8.5	8.3	8.5										
Mean Temp (deg C)	2008	4	9	4	0.76	9.0	8.8	8.8	9.8	9.0										
Mean Temp (deg C)	2008	4	10	4	0.76	5.9	5.5	6.3	5.5	6.0										
Mean Temp (deg C)	2008	4	11	4	0.76	0.7	0.0	1.0	0.5	1.5										
Mean Temp (deg C)	2008	5	30	4	0.76	11.8	10.0	12.5	11.3	13.0										
Mean Temp (deg C)	2008	6	14	4	0.76	22.1	21.8	22.3	21.8	22.3										
Mean Temp (deg C)	2008	6	15	4	0.76	22.9	21.0	24.0	22.3	23.5										
Mean Temp (deg C)	2008	7	1	4	0.76	21.2	20.5	21.5	20.5	21.8										
Mean Temp (deg C)	2008	8	2	4	0.76	21.2	21.3	22.0	20.0	20.3										
Mean Temp (deg C)	2008	8	9	4	0.76	18.9	18.0	19.5	18.5	19.3										
Mean Temp (deg C)	2008	8	10	4	0.76	18.8	18.3	19.0	18.8	19.0										
Mean Temp (deg C)	2008	9	29	4	0.76	14.8	14.5	15.0	13.3	15.8										
Mean Temp (deg C)	2008	9	30	4	0.76	15.9	16.3	16.0	15.0	15.8										
Mean Temp (deg C)	2008	10	1	4	0.76	14.3	14.0	14.5	13.8	14.5										
Mean Temp (deg C)	2008	10	2	4	0.76	10.4	10.5	10.6	9.5	10.3										
Mean Temp (deg C)	2008	10	3	4	0.76	8.7	8.0	9.5	7.8	8.8										
Mean Temp (deg C)	2008	10	4	4	0.76	9.1	9.0	9.5	8.3	9.0										
Mean Temp (deg C)	2008	10	5	4	0.76	8.3	8.3	9.0	7.3	7.5										
Mean Temp (deg C)	2008	10	10	4	0.76	12.3	11.0	13.4	11.3	12.8										
Mean Temp (deg C)	2009	2	2	4	0.76	-4.3	-6.5	-2.5	-4.3	-4.5										
Mean Temp (deg C)	2009	2	3	4	0.76	-14.7	-17.0	-13.0	-15.5	-14.0										
Mean Temp (deg C)	2009	2	4	4	0.76	-17.1	-18.0	-16.0	-19.0	-16.0										
Mean Temp (deg C)	2009	2	5	4	0.76	-19.5	-21.5	-18.0	-21.8	-17.5										
Mean Temp (deg C)	2009	4	20	4	0.76	7.4	6.5	7.8	8.0	7.3										
Mean Temp (deg C)	2009	4	30	4	0.76	10.9	10.5	11.0	10.5	11.3										
Mean Temp (deg C)	2009	5	23	4	0.74	13.1	12.0	13.3	13.3		13.3									
Mean Temp (deg C)	2009	5	30	4	0.76	14.8	14.0	15.0	15.5	14.8										
Mean Temp (deg C)	2009	5	31	4	0.76	10.7	11.0	11.0	10.5	9.8										
Mean Temp (deg C)	2009	6	6	4	0.76	18.1	17.8	18.3	17.8	18.0										
Mean Temp (deg C)	2009	6	18	4	0.76	17.0	17.0	16.5	16.8	18.0										
Mean Temp (deg C)	2009	7	21	4	0.76	20.3	19.5	20.3	20.5	20.8										
Mean Temp (deg C)	2009	7	24	4	0.76	20.6	19.5	20.8	20.8	21.5										
Mean Temp (deg C)	2009	8	8	4	0.76	15.3	14.5	15.8	15.3	15.3										
Mean Temp (deg C)	2009	8	9	4	0.76	18.0	17.5	18.3	18.0	18.0										
Mean Temp (deg C)	2009	9	12	4	0.76	15.8	15.0	16.0	15.5	16.8										
Mean Temp (deg C)	2009	12	4	4	0.74	4.1	4.3	4.0		4.3	4.0									
Mean Temp (deg C)	2009	12	5	4	0.74	0.3	0.0	0.5		0.5	0.3									
Mean Temp (deg C)	2009	12	6	4	0.74	-1.0	-1.0	-1.3		0.0	-2.0									
Mean Temp (deg C)	2009	12	7	4	0.76	-2.1	-2.0	-2.5	-2.0	-1.5										
Mean Temp (deg C)	2009	12	8	4	0.76	-3.9	-4.0		-4.8	-4.3	-3.0									
Mean Temp (deg C)	2009	12	9	4	0.76	-3.5	-4.5	-3.3	-3.5	-2.5										
Mean Temp (deg C)	2009	12	10	4	0.76	-0.9	-1.0	-0.8	-1.0	-0.8										
Mean Temp (deg C)	2009	12	11	4	0.76	-6.5	-6.8	-6.3	-7.0	-5.8										
Mean Temp (deg C)	2010	1	8	4	0.76	-8.0	-7.5	-8.0	-9.0	-7.8										
Mean Temp (deg C)	2010	1	9	4	0.76	-15.3	-14.8	-15.0	-17.0	-14.8										
Mean Temp (deg C)	2010	1	10	4	0.76	-13.1	-15.0	-11.5	-15.5	-11.3										
Mean Temp (deg C)	2010	1	11	4	0.76	-7.0	-7.0	-6.8	-7.5	-6.8										
Mean Temp (deg C)	2010	4	30	4	0.74	10.9	11.5	10.5	9.5		12.5									
Mean Temp (deg C)	2010	5	1	4	0.74	13.2	12.8	13.0	13.5		13.5									
Mean Temp (deg C)	2010	5	2	4	0.76	20.0	19.8	19.5	21.0	20.5										
Mean Temp (deg C)	2010	5	31	4	0.76	16.3	16.0	16.3	16.0	16.8										
Mean Temp (deg C)	2010	7	30	4	0.74	15.9		16.8	15.5	16.0	14.8									
Mean Temp (deg C)	2010	8	14	4	0.76	22.6	22.0	23.0	22.5	22.3										
Mean Temp (deg C)	2010	8	18	4	0.76	19.6	19.3	20.0	19.0	19.7										
Mean Temp (deg C)	2010	9	4	4	0.76	20.5	21.0	20.3	20.0	20.3										
Mean Temp (deg C)	2010	9	5	4	0.76	14.7	14.8	14.8	14.5	14.3										
Mean Temp (deg C)	2010	9	9	4	0.76	15.4	15.3		15.5	15.5	15.0									
Mean Temp (deg C)	2010	9	25	4	0.81	16.7	17.0		16.5		16.5		16.3							
Mean Temp (deg C)	2010	10	23	4	0.76	3.5	3.3		2.8	3.8	3.5									
Mean Temp (deg C)	2010	11	15	4	0.85	7.4	6.5		7.7			6.5	7.3							
Mean Temp (deg C)	2010	11	16	4	0.82	6.1			6.1		5.5	5.8	6.3							
Mean Temp (deg C)	2010	11	18	4	0.76	4.4			3.9	4.5	4.3		3.8							
Mean Temp (deg C)	2010	11	20	4	0.74	1.2		2.0	0.5	1.5	0.5									
Mean Temp (deg C)	2010	11	21	4	0.74	-0.7		-0.5	-0.8	-0.5	-1.0									
Mean Temp (deg C)	2010	11	22	4	0.74	3.2		3.6	4.0	3.0	2.0									
Mean Temp (deg C)	2010	11	23	4	0.75	9.8		10.3	10.8	9.8			7.0							
Mean Temp (deg C)	2010	11	24	4	0.74	-0.1		0.3	-0.4	-0.5	0.0									
Mean Temp (deg C)	2010	11	25	4	0.77	-3.4		-3.0	-3.7			-4.8	-4.3							
Mean Temp (deg C)	2010	11	26	4	0.82	-0.6			-0.2		-1.3	-1.8	-1.8							
Mean Temp (deg C)	2010	11	27	4	0.83	-1.6				-2.0		-1.5				-2.0	-1.5			
Mean Temp (deg C)	2010	11	28	4	0.74	-2.0		-1.5	-2.9	-2.0	-1.8									
Mean Temp (deg C)	2010	11	29	4	0.76	2.7			2.5	2.5	3.0		1.5							
Mean Temp (deg C)	2010	12	17	4	0.82	-10.1			-9.6		-10.8	-11.3	-11.8							
Mean Temp (deg C)	2010	12	26	4	0.82	-14.1			-14.8		-14.0	-14.3	-14.0							
Mean Temp (deg C)	2011	1	6	4	0.82	-9.2			-10.8		-8.5	-7.8	-8.5							
Mean Temp (deg C)	2011	1	17	4	1.03	-15.5						-18.5	-16.8			-15.8	-14.5			
Mean Temp (deg C)	2011	1	18	4	0.82	-11.5			-11.5		-11.8	-13.0	-12.5							
Mean Temp (deg C)	2011	1	19	4	0.74	-7.2		-6.8	-8.0		-7.3		-7.0							
Mean Temp (deg C)	2011	1	20	4	0.82	-11.0			-11.3		-10.8	-12.0	-13.0							
Mean Temp (deg C)	2011	1	21	4	0.75	-11.6		-10.8	-12.8		-11.8	-11.0								
Mean Temp (deg C)	2011	1	22	4	0.82	-17.4			-18.0		-16.5	-19.5	-20.3							
Mean Temp (deg C)	2011	1	23	4	0.84	-21.8					-21.3	-22.0			-23.0	-23.5				
Mean Temp (deg C)	2011	1	24	4	0.8	-23.7		-22.5			-25.0	-25.8	-26.5							
Mean Temp (deg C)	2011	1	29	4	0.82	-8.1			-9.0		-8.0	-8.0	-7.5							
Mean Temp (deg C)	2011	2	11	4	0.75	-12.5		-11.8	-14.0		-11.3	-14.3								
Mean Temp (deg C)	2011	2	22	4	0.74	-13.3		-12.4	-15.6		-11.8		-15.0							
Mean Temp (deg C)	2011	2	23	4	0.82	-12.3			-14.2		-10.5	-12.8	-13.5							
Mean Temp (deg C)	2011	2	26	4	0.74	-12.3		-11.5	-12.2		-13.0		-14.8							
Mean Temp (deg C)	2011	3	2	4	0.76	-5.2			-6.0	-4.5	-5.3		-6.5							
Mean Temp (deg C)	2011	3	5	4	0.86	3.3			4.0			0.0	2.8				3.0			
Mean Temp (deg C)	2011	3	6	4	0.74	-2.5		-2.8	-1.8		-3.0		-3.0							
Mean Temp (deg C)	2011	3	15	4	0.82	-2.3			-3.0		-1.8	-3.3	-3.0							
Mean Temp (deg C)	2011	4	25	4	0.86	9.5			9.4			8.5	8.8				9.8			
Mean Temp (deg C)	2011	5	12	4	0.76	14.1			14.5	14.0	13.8		12.8							
Mean Temp (deg C)	2011	5	20	4	0.82	18.0		17.5				18.3	18.5			18.5				
Mean Temp (deg C)	2011	5	21	4	0.82	18.3			17.8		18.8	17.5	17.3							
Mean Temp (deg C)	2011	5	28	4	0.82	16.1			16.3		16.0	13.8	15.0							
Mean Temp (deg C)	2011	5	30	4	0.77	21.2			20.8	21.0	21.3	21.0								
Mean Temp (deg C)	2011	6	1	4	0.82	26.4			26.4		26.5	25.0	25.5							
Mean Temp (deg C)	2011	6	8	4	0.82	26.3			26.0		26.5	25.8	25.8							
Mean Temp (deg C)	2011	6	12	4	0.77	16.1			16.3	16.5	15.5	14.5								
Mean Temp (deg C)	2011	6	28	4	0.76	22.6	21.4		22.0	23.5	22.3									
Mean Temp (deg C)	2011	7	23	4	0.76	26.9	26.0	27.8	25.0	27.5										
Mean Temp (deg C)	2011	7	24	4	0.76	21.3	21.0	21.5	20.0	22.0										
Mean Temp (deg C)	2011	7	27	4	0.76	20.0	19.0	20.5			20.3		19.3							
Mean Temp (deg C)	2011	7	28	4	0.76	21.3	20.5	21.8	21.0				20.8							
Mean Temp (deg C)	2011	8	11	4	0.81	19.8	19.3		20.2		19.5		19.0							
Mean Temp (deg C)	2011	8	19	4	0.74	22.9	22.8	22.5	23.1		23.3									
Mean Temp (deg C)	2011	8	20	4	0.74	22.6	22.4	22.5	22.0		23.8									
Mean Temp (deg C)	2011	8	21	4	0.76	20.2	19.9	20.5	20.0	20.0										
Mean Temp (deg C)	2011	8	22	4	0.74	18.4	18.3	18.3		18.5	18.5									
Mean Temp (deg C)	2011	8	23	4	0.74	17.0	16.1	17.5	17.0		17.0									
Mean Temp (deg C)	2011	8	24	4	0.96	21.7					22.5	20.0	19.5				21.5			
Mean Temp (deg C)	2011	8	25	4	0.76	21.9	21.8	21.8	22.1	21.8										
Mean Temp (deg C)	2011	8	26	4	0.76	18.8	18.6		18.8	18.8	18.5									
Mean Temp (deg C)	2011	8	27	4	0.81	19.0	18.9		18.5		19.3		19.0							
Mean Temp (deg C)	2011	8	28	4	0.9	15.9	16.1				15.5	15.9					16.0			
Mean Temp (deg C)	2011	8	29	4	0.76	17.7	17.9		17.1	17.5	18.0									
Mean Temp (deg C)	2011	8	30	4	0.81	18.1	17.6		18.1		18.3		17.0							
Mean Temp (deg C)	2011	8	31	4	0.82	16.9	16.6		16.9		17.0	15.8								
Mean Temp (deg C)	2011	9	1	4	0.81	18.6	18.8		18.8		18.3		17.3							
Mean Temp (deg C)	2011	9	2	4	0.91	21.7	21.4				22.0	21.0	22.0							
Mean Temp (deg C)	2011	9	3	4	0.76	24.9	25.0	24.8	24.5	25.0										
Mean Temp (deg C)	2011	9	4	4	0.74	23.5	22.9	24.3		23.3	22.5									
Mean Temp (deg C)	2011	9	5	4	0.76	18.6	18.4	19.0	18.0	18.3										
Mean Temp (deg C)	2011	9	6	4	0.76	16.7	16.5	16.8	16.7	16.8										
Mean Temp (deg C)	2011	9	7	4	0.76	15.1	15.5		15.0	14.8	14.8									
Mean Temp (deg C)	2011	9	8	4	0.76	18.5	18.1	18.8	18.4	18.5										
Mean Temp (deg C)	2011	9	9	4	0.76	18.7	18.6	19.0	18.4	18.5										
Mean Temp (deg C)	2011	10	6	4	0.76	6.9	6.8	7.5	5.8	6.8										
Mean Temp (deg C)	2011	11	5	4	0.74	2.3	2.4	2.8	1.3		2.0									
Mean Temp (deg C)	2011	11	21	4	0.76	-3.2	-3.6			-2.8	-3.5			-2.8						
Mean Temp (deg C)	2011	11	23	4	0.77	-1.6	-1.7			-1.5	-2.0		-2.5							
Mean Temp (deg C)	2011	12	5	4	0.76	7.6	7.6		7.3	7.5	7.5									
Mean Temp (deg C)	2011	12	8	4	0.79	-0.8	-0.8		-1.5		-0.8			-0.3						
Mean Temp (deg C)	2011	12	9	4	0.88	0.1					-0.5	0.3	-0.5	0.5						
Mean Temp (deg C)	2011	12	10	4	0.74	-2.4	-2.2	-2.0		-3.0	-2.5									
Mean Temp (deg C)	2011	12	11	4	0.79	-3.0	-2.9		-3.0		-3.5			-3.0						
Mean Temp (deg C)	2011	12	12	4	0.76	1.8	1.4		1.0	2.5	1.3									
Mean Temp (deg C)	2011	12	14	4	0.81	2.8	2.7		3.0				2.3	2.5						
Mean Temp (deg C)	2011	12	23	4	0.76	-4.1	-4.3		-4.0	-3.0	-5.8									
Mean Temp (deg C)	2012	1	7	4	0.79	-4.2	-4.4		-3.4		-5.3			-4.0						
Mean Temp (deg C)	2012	1	9	4	0.75	-5.7		-5.8	-7.1		-5.0			-4.0						
Mean Temp (deg C)	2012	1	14	4	0.81	-17.9	-17.9		-17.5				-19.3	-18.3						
Mean Temp (deg C)	2012	1	16	4	0.84	-12.5	-13.3				-11.5		-16.0	-11.8						
Mean Temp (deg C)	2012	1	17	4	0.79	-1.4	-3.3		0.4		-3.0			-0.5						
Mean Temp (deg C)	2012	1	20	4	0.78	-12.7	-12.8			-13.0	-12.8	-11.3								
Mean Temp (deg C)	2012	1	28	4	0.76	0.3	0.6		1.0	0.0	-0.3									
Mean Temp (deg C)	2012	1	29	4	0.76	-0.6	-0.9	0.0	-1.3	-0.5										
Mean Temp (deg C)	2012	1	30	4	0.74	-7.4	-7.7	-7.0	-7.4		-8.0									
Mean Temp (deg C)	2012	1	31	4	0.91	-8.0	-7.9				-8.5	-10.3	-9.5							
Mean Temp (deg C)	2012	2	1	4	0.85	-4.9	-5.2				-5.8	-6.5		-3.7						
Mean Temp (deg C)	2012	2	2	4	0.9	-9.2	-9.7				-9.5	-10.5					-9.0			
Mean Temp (deg C)	2012	2	3	4	0.79	-9.7	-10.7		-10.7		-10.8			-6.6						
Mean Temp (deg C)	2012	2	4	4	0.9	-9.1	-11.4				-7.5	-9.5					-9.0			
Mean Temp (deg C)	2012	2	7	4	0.76	-5.9	-6.1			-5.5	-6.5			-6.0						
Mean Temp (deg C)	2012	2	17	4	0.74	2.4	2.4	2.5	2.5		1.8									
Mean Temp (deg C)	2012	2	18	4	0.79	0.9	1.2		1.0		0.8			0.4						
Mean Temp (deg C)	2012	2	19	4	0.76	-3.9	-4.1		-4.2	-4.0	-3.8									
Mean Temp (deg C)	2012	2	20	4	0.76	-6.7	-6.9		-6.7	-6.5	-7.0									
Mean Temp (deg C)	2012	2	29	4	0.79	-10.2	-11.3		-11.0		-10.0			-8.8						
Mean Temp (deg C)	2012	3	3	4	0.76	3.0	2.6			3.5	2.0			3.5						
Mean Temp (deg C)	2012	3	4	4	0.84	-5.0	-4.0				-4.5		-6.0	-6.6						
Mean Temp (deg C)	2012	3	5	4	0.76	-12.6	-12.9	-12.3	-13.3	-11.8										
Mean Temp (deg C)	2012	3	6	4	0.76	-7.8	-10.0	-6.5	-8.1	-7.0										
Mean Temp (deg C)	2012	4	11	4	0.79	6.8	7.2		6.9		6.3			6.8						
Mean Temp (deg C)	2012	4	12	4	0.79	7.1	6.9		7.0		7.3			7.0						
